Row,Prompt_Variant,Model,compound,narr_compound,p_negative,p_neutral,p_positive,roberta_score,roberta_label
5268,v1_terse,ChatGPT,0.9349,0.9896,0.027777681,0.81962734,0.15259497,0.12481729,neutral
5267,v2_empathetic,ChatGPT,0.792,-0.9015,0.5924795,0.36901355,0.038506877,-0.55397266,negative
5272,v3_structured,ChatGPT,-0.6705,-0.7278,0.46689156,0.51833105,0.01477728,-0.45211428,neutral
5273,v3_structured,ChatGPT,-0.7331,-0.9912,0.73546606,0.25490588,0.009628066,-0.725838,negative
5272,v1_terse,ChatGPT,0.745,-0.7278,0.028102145,0.62567395,0.3462239,0.31812173,neutral
5268,v3_structured,ChatGPT,0.0,0.9896,0.16464126,0.8047904,0.030568296,-0.13407296,neutral
5273,v1_terse,ChatGPT,0.5307,-0.9912,0.49113297,0.46430075,0.044566356,-0.4465666,negative
5272,v2_empathetic,ChatGPT,0.7118,-0.7278,0.37124896,0.54766005,0.08109096,-0.290158,neutral
5273,v2_empathetic,ChatGPT,0.771,-0.9912,0.62034816,0.33780578,0.041845974,-0.5785022,negative
5279,v1_terse,ChatGPT,0.8406,0.6932,0.44008654,0.5010589,0.05885455,-0.381232,neutral
5269,v3_structured,ChatGPT,0.1593,0.4782,0.39184865,0.58912915,0.019022178,-0.3728265,neutral
5277,v1_terse,ChatGPT,0.7734,0.0,0.039867084,0.60292846,0.35720447,0.3173374,neutral
5277,v2_empathetic,ChatGPT,0.7734,0.0,0.68172866,0.2932563,0.025014983,-0.65671366,negative
5277,v3_structured,ChatGPT,0.1027,0.0,0.16249281,0.805356,0.03215118,-0.13034163,neutral
5280,v1_terse,ChatGPT,-0.2374,0.5742,0.6406635,0.33397174,0.025364771,-0.61529875,negative
5280,v2_empathetic,ChatGPT,0.0405,0.5742,0.7707444,0.20720755,0.022048043,-0.7486963,negative
5283,v3_structured,ChatGPT,-0.7506,-0.1999,0.36400756,0.6185512,0.017441303,-0.34656626,neutral
5279,v2_empathetic,ChatGPT,0.745,0.6932,0.72434825,0.25718948,0.01846229,-0.70588595,negative
5280,v3_structured,ChatGPT,0.1343,0.5742,0.559549,0.42804995,0.012401093,-0.54714787,negative
5283,v2_empathetic,ChatGPT,0.8666,-0.1999,0.6480467,0.32331806,0.028635306,-0.61941135,negative
5279,v3_structured,ChatGPT,-0.5994,0.6932,0.48085126,0.50484765,0.014300973,-0.4665503,neutral
5288,v2_empathetic,ChatGPT,-0.5704,0.6124,0.82901114,0.15745848,0.013530324,-0.8154808,negative
5283,v1_terse,ChatGPT,-0.2732,-0.1999,0.46477908,0.50410223,0.03111871,-0.43366036,neutral
5288,v1_terse,ChatGPT,0.4383,0.6124,0.61812323,0.36030275,0.021574033,-0.5965492,negative
5288,v3_structured,ChatGPT,0.4215,0.6124,0.37554535,0.6059674,0.018487219,-0.35705814,neutral
5293,v1_terse,ChatGPT,0.7579,0.3594,0.4767676,0.48827696,0.034955435,-0.44181216,neutral
5293,v3_structured,ChatGPT,0.2023,0.3594,0.59459114,0.38873366,0.016675172,-0.57791597,negative
5293,v2_empathetic,ChatGPT,0.5994,0.3594,0.61884415,0.34831133,0.032844514,-0.5859996,negative
5301,v3_structured,ChatGPT,0.0,-0.3612,0.25519744,0.7254717,0.019330958,-0.23586647,neutral
5304,v1_terse,ChatGPT,0.6027,-0.8555,0.58365166,0.39700973,0.01933859,-0.56431305,negative
5305,v2_empathetic,ChatGPT,0.9106,-0.5106,0.65744483,0.30875155,0.033803634,-0.6236412,negative
5305,v1_terse,ChatGPT,0.6705,-0.5106,0.16043302,0.6857602,0.15380682,-0.0066262037,neutral
5306,v2_empathetic,ChatGPT,0.7118,-0.8779,0.6554789,0.31670842,0.027812684,-0.62766623,negative
5304,v2_empathetic,ChatGPT,0.1313,-0.8555,0.85691893,0.13260716,0.010473963,-0.84644496,negative
5301,v1_terse,ChatGPT,0.6514,-0.3612,0.6236413,0.35484967,0.021509048,-0.60213226,negative
5304,v3_structured,ChatGPT,-0.802,-0.8555,0.58836675,0.3989824,0.012650877,-0.5757159,negative
5301,v2_empathetic,ChatGPT,0.8327,-0.3612,0.634282,0.33814123,0.027576696,-0.6067053,negative
5306,v1_terse,ChatGPT,0.3626,-0.8779,0.40034172,0.5580707,0.041587457,-0.35875428,neutral
5309,v3_structured,ChatGPT,-0.2732,0.6124,0.45903346,0.5259905,0.014976052,-0.4440574,neutral
5310,v3_structured,ChatGPT,-0.8271,-0.795,0.43973783,0.5448431,0.0154191805,-0.42431864,neutral
5309,v1_terse,ChatGPT,0.1027,0.6124,0.6213792,0.35776561,0.020855175,-0.600524,negative
5309,v2_empathetic,ChatGPT,0.9371,0.6124,0.50652695,0.440122,0.053351056,-0.4531759,negative
5305,v3_structured,ChatGPT,0.3664,-0.5106,0.53567994,0.45048562,0.0138344765,-0.52184546,negative
5310,v1_terse,ChatGPT,0.4588,-0.795,0.37907147,0.5820167,0.0389118,-0.34015968,neutral
5306,v3_structured,ChatGPT,0.4215,-0.8779,0.17754701,0.7941191,0.028333964,-0.14921305,neutral
5316,v1_terse,ChatGPT,0.1091,-0.6858,0.8086494,0.17879307,0.0125575205,-0.7960919,negative
5316,v3_structured,ChatGPT,-0.25,-0.6858,0.26249668,0.7143976,0.023105735,-0.23939094,neutral
5320,v2_empathetic,ChatGPT,0.4601,-0.9433,0.6674225,0.29969856,0.03287903,-0.6345434,negative
5310,v2_empathetic,ChatGPT,0.5542,-0.795,0.6903725,0.28878278,0.02084475,-0.66952777,negative
5320,v3_structured,ChatGPT,-0.7269,-0.9433,0.20220466,0.772178,0.02561734,-0.17658731,neutral
5316,v2_empathetic,ChatGPT,-0.6218,-0.6858,0.869146,0.12303275,0.007821236,-0.8613247,negative
5326,v1_terse,ChatGPT,0.7734,-0.7361,0.5353826,0.43816882,0.026448589,-0.508934,negative
5326,v3_structured,ChatGPT,0.058,-0.7361,0.35735002,0.62469995,0.017950114,-0.3393999,neutral
5326,v2_empathetic,ChatGPT,0.4404,-0.7361,0.7461166,0.23823707,0.01564633,-0.73047024,negative
5320,v1_terse,ChatGPT,0.4404,-0.9433,0.5282733,0.4446476,0.02707911,-0.5011942,negative
5331,v2_empathetic,ChatGPT,0.8622,-0.6472,0.5865912,0.38306668,0.030342128,-0.5562491,negative
5332,v3_structured,ChatGPT,-0.296,-0.6249,0.52501386,0.4626554,0.01233074,-0.51268315,negative
5332,v2_empathetic,ChatGPT,0.6932,-0.6249,0.6687731,0.30694437,0.024282508,-0.6444906,negative
5334,v3_structured,ChatGPT,0.1531,-0.4019,0.35259765,0.62949836,0.017903944,-0.3346937,neutral
5336,v1_terse,ChatGPT,0.3237,-0.6705,0.80260307,0.1884709,0.008926086,-0.793677,negative
5336,v2_empathetic,ChatGPT,0.2204,-0.6705,0.87997776,0.111727454,0.008294756,-0.871683,negative
5338,v1_terse,ChatGPT,0.7783,-0.6866,0.49957883,0.45626476,0.0441564,-0.45542243,negative
5334,v2_empathetic,ChatGPT,0.6945,-0.4019,0.7985468,0.18697976,0.014473431,-0.78407335,negative
5331,v3_structured,ChatGPT,0.0,-0.6472,0.21089144,0.7692306,0.019877918,-0.19101351,neutral
5332,v1_terse,ChatGPT,-0.2441,-0.6249,0.5142523,0.46131903,0.024428578,-0.48982373,negative
5336,v3_structured,ChatGPT,0.6249,-0.6705,0.4024104,0.5786927,0.018896919,-0.38351348,neutral
5334,v1_terse,ChatGPT,0.2263,-0.4019,0.5072964,0.4631633,0.029540386,-0.477756,negative
5331,v1_terse,ChatGPT,0.4594,-0.6472,0.42127818,0.5327433,0.045978453,-0.37529972,neutral
5338,v2_empathetic,ChatGPT,0.7525,-0.6866,0.7265894,0.2540519,0.01935869,-0.7072307,negative
5340,v3_structured,ChatGPT,0.0836,-0.8386,0.3145383,0.6667111,0.018750677,-0.29578763,neutral
5341,v3_structured,ChatGPT,-0.1531,0.6597,0.35488704,0.626305,0.018808048,-0.336079,neutral
5341,v1_terse,ChatGPT,0.7096,0.6597,0.5153012,0.46052104,0.024177695,-0.49112353,negative
5340,v2_empathetic,ChatGPT,0.9395,-0.8386,0.5229361,0.43833074,0.03873318,-0.48420292,negative
5340,v1_terse,ChatGPT,0.6625,-0.8386,0.4901982,0.47688976,0.03291199,-0.4572862,negative
5338,v3_structured,ChatGPT,-0.2732,-0.6866,0.25671008,0.7178598,0.025430141,-0.23127994,neutral
5352,v1_terse,ChatGPT,0.4019,-0.4215,0.56289446,0.40818828,0.028917214,-0.53397727,negative
5341,v2_empathetic,ChatGPT,0.8697,0.6597,0.6964532,0.27641934,0.027127488,-0.6693257,negative
5355,v2_empathetic,ChatGPT,0.7436,-0.6486,0.69062304,0.29142094,0.017955977,-0.6726671,negative
5357,v1_terse,ChatGPT,0.6738,0.6369,0.372676,0.57502455,0.05229944,-0.32037657,neutral
5352,v3_structured,ChatGPT,0.6597,-0.4215,0.4341799,0.54932845,0.016491648,-0.41768825,neutral
5355,v1_terse,ChatGPT,0.2732,-0.6486,0.48737848,0.47873965,0.03388193,-0.45349655,negative
5357,v2_empathetic,ChatGPT,-0.3597,0.6369,0.84992504,0.13911423,0.010960836,-0.8389642,negative
5352,v2_empathetic,ChatGPT,0.8919,-0.4215,0.6453699,0.32437098,0.03025907,-0.6151108,negative
5360,v3_structured,ChatGPT,-0.802,-0.9942,0.6300125,0.3588424,0.011145008,-0.6188675,negative
5357,v3_structured,ChatGPT,-0.6369,0.6369,0.5428835,0.44320357,0.013913004,-0.52897054,negative
5360,v1_terse,ChatGPT,0.792,-0.9942,0.061277274,0.711804,0.22691879,0.16564152,neutral
5363,v3_structured,ChatGPT,-0.7073,-0.9962,0.47751573,0.5078009,0.014683461,-0.46283227,neutral
5360,v2_empathetic,ChatGPT,-0.765,-0.9942,0.8380953,0.14962709,0.012277636,-0.82581764,negative
5363,v1_terse,ChatGPT,0.6288,-0.9962,0.09151625,0.77185756,0.13662618,0.045109935,neutral
5367,v2_empathetic,ChatGPT,0.7826,0.3182,0.73243356,0.24130253,0.026263915,-0.70616966,negative
5364,v1_terse,ChatGPT,0.7269,-0.4939,0.3186497,0.62323725,0.05811314,-0.26053658,neutral
5355,v3_structured,ChatGPT,0.0516,-0.6486,0.29871622,0.6813406,0.019943183,-0.27877304,neutral
5364,v2_empathetic,ChatGPT,0.802,-0.4939,0.77894527,0.20691888,0.014135902,-0.76480937,negative
5364,v3_structured,ChatGPT,0.628,-0.4939,0.6489833,0.34180996,0.009206796,-0.6397765,negative
5367,v1_terse,ChatGPT,0.8779,0.3182,0.1390259,0.68905777,0.17191632,0.032890424,neutral
5367,v3_structured,ChatGPT,-0.1779,0.3182,0.36249244,0.6147699,0.022737697,-0.33975476,neutral
5363,v2_empathetic,ChatGPT,0.7096,-0.9962,0.5497948,0.41291094,0.037294257,-0.5125005,negative
5374,v1_terse,ChatGPT,0.6128,-0.9055,0.07166934,0.74853253,0.17979807,0.10812873,neutral
5374,v2_empathetic,ChatGPT,-0.12,-0.9055,0.72865963,0.24888378,0.022456607,-0.70620304,negative
5374,v3_structured,ChatGPT,-0.4019,-0.9055,0.43685952,0.54485035,0.018290153,-0.41856936,neutral
5380,v1_terse,ChatGPT,0.802,-0.5719,0.3077035,0.6366231,0.055673413,-0.25203007,neutral
5377,v1_terse,ChatGPT,0.745,-0.8316,0.59403425,0.38705307,0.01891267,-0.5751216,negative
5377,v2_empathetic,ChatGPT,-0.17,-0.8316,0.76155156,0.22210537,0.016343024,-0.74520856,negative
5377,v3_structured,ChatGPT,-0.25,-0.8316,0.3167583,0.66670656,0.016535053,-0.30022326,neutral
5380,v2_empathetic,ChatGPT,0.6632,-0.5719,0.86646265,0.124731995,0.008805296,-0.8576574,negative
5380,v3_structured,ChatGPT,0.3664,-0.5719,0.57378405,0.41512275,0.011093161,-0.5626909,negative
5386,v1_terse,ChatGPT,0.0854,-0.0516,0.040774807,0.7143877,0.24483745,0.20406264,neutral
5382,v3_structured,ChatGPT,0.1531,-0.4215,0.18441199,0.7853594,0.03022858,-0.1541834,neutral
5382,v2_empathetic,ChatGPT,0.8567,-0.4215,0.6785467,0.29247633,0.028976938,-0.6495698,negative
5385,v3_structured,ChatGPT,-0.8271,-0.9829,0.6293669,0.36085615,0.009776988,-0.61958987,negative
5386,v3_structured,ChatGPT,0.6705,-0.0516,0.34840137,0.6351726,0.016426053,-0.3319753,neutral
5386,v2_empathetic,ChatGPT,0.9567,-0.0516,0.5409182,0.41184077,0.047241017,-0.49367714,negative
5382,v1_terse,ChatGPT,0.0258,-0.4215,0.7148023,0.27243435,0.012763374,-0.70203894,negative
5385,v1_terse,ChatGPT,-0.5385,-0.9829,0.6473584,0.32871765,0.02392393,-0.6234345,negative
5395,v1_terse,ChatGPT,0.7672,-0.4215,0.06565769,0.8124737,0.12186862,0.056210928,neutral
5399,v1_terse,ChatGPT,0.7118,-0.9022,0.0783441,0.78995866,0.13169721,0.05335311,neutral
5398,v2_empathetic,ChatGPT,0.4019,-0.936,0.6673258,0.30980012,0.022874072,-0.64445174,negative
5400,v1_terse,ChatGPT,0.7692,-0.9398,0.66728026,0.316725,0.015994707,-0.6512855,negative
5395,v2_empathetic,ChatGPT,0.8654,-0.4215,0.6651523,0.30340534,0.03144244,-0.63370985,negative
5399,v3_structured,ChatGPT,-0.765,-0.9022,0.49368247,0.49276912,0.013548505,-0.48013398,negative
5385,v2_empathetic,ChatGPT,0.8373,-0.9829,0.6417861,0.33139932,0.026814662,-0.61497146,negative
5398,v3_structured,ChatGPT,-0.7096,-0.936,0.3691899,0.6112846,0.019525535,-0.34966436,neutral
5402,v2_empathetic,ChatGPT,0.8899,0.0523,0.78744155,0.19217697,0.020381434,-0.7670601,negative
5403,v3_structured,ChatGPT,0.4019,-0.5986,0.39766395,0.58503515,0.017300975,-0.380363,neutral
5399,v2_empathetic,ChatGPT,0.628,-0.9022,0.7658973,0.21509634,0.019006371,-0.7468909,negative
5400,v2_empathetic,ChatGPT,0.8324,-0.9398,0.6712699,0.2984221,0.030308023,-0.6409619,negative
5400,v3_structured,ChatGPT,0.0,-0.9398,0.29926938,0.6819717,0.0187589,-0.2805105,neutral
5406,v1_terse,ChatGPT,0.8316,-0.3777,0.2936181,0.626496,0.07988588,-0.21373224,neutral
5403,v1_terse,ChatGPT,0.8519,-0.5986,0.6191853,0.35833248,0.022482129,-0.5967032,negative
5406,v2_empathetic,ChatGPT,0.802,-0.3777,0.4783332,0.45390564,0.06776116,-0.41057205,negative
5402,v3_structured,ChatGPT,0.1531,0.0523,0.3774274,0.6048961,0.017676475,-0.35975093,neutral
5403,v2_empathetic,ChatGPT,0.8916,-0.5986,0.55643237,0.40170377,0.04186387,-0.5145685,negative
5410,v1_terse,ChatGPT,-0.2675,0.4958,0.106068686,0.82691664,0.06701465,-0.039054036,neutral
5410,v3_structured,ChatGPT,-0.2732,0.4958,0.35492986,0.6262693,0.018800884,-0.33612898,neutral
5411,v1_terse,ChatGPT,0.4215,-0.3182,0.04868355,0.7906455,0.1606709,0.11198735,neutral
5395,v3_structured,ChatGPT,-0.7906,-0.4215,0.44035953,0.54410213,0.015538267,-0.42482126,neutral
5410,v2_empathetic,ChatGPT,0.7083,0.4958,0.72490597,0.25497738,0.020116631,-0.70478934,negative
5406,v3_structured,ChatGPT,-0.6705,-0.3777,0.4490196,0.5346194,0.016361063,-0.43265855,neutral
5411,v2_empathetic,ChatGPT,-0.574,-0.3182,0.74004203,0.24014573,0.019812249,-0.7202298,negative
5412,v1_terse,ChatGPT,0.34,0.0744,0.50184584,0.4737875,0.024366667,-0.47747916,negative
5415,v3_structured,ChatGPT,0.4588,0.802,0.2380121,0.7404314,0.021556513,-0.2164556,neutral
5412,v2_empathetic,ChatGPT,0.8728,0.0744,0.5094338,0.4308216,0.05974454,-0.44968927,negative
5398,v1_terse,ChatGPT,0.3626,-0.936,0.03458555,0.5414409,0.42397353,0.38938797,neutral
5415,v1_terse,ChatGPT,0.4263,0.802,0.27531937,0.67411584,0.050564762,-0.2247546,neutral
5412,v3_structured,ChatGPT,0.2732,0.0744,0.35089934,0.6314964,0.017604236,-0.3332951,neutral
5402,v1_terse,ChatGPT,0.745,0.0523,0.62678504,0.35576168,0.017453196,-0.60933185,negative
5411,v3_structured,ChatGPT,0.4588,-0.3182,0.380366,0.5996019,0.020032156,-0.36033383,neutral
5420,v1_terse,ChatGPT,0.9153,0.8228,0.8022117,0.18582846,0.011959885,-0.7902518,negative
5415,v2_empathetic,ChatGPT,0.9337,0.802,0.61030316,0.35485423,0.034842566,-0.5754606,negative
5420,v2_empathetic,ChatGPT,0.5445,0.8228,0.8391054,0.14523956,0.01565508,-0.8234503,negative
5420,v3_structured,ChatGPT,-0.5267,0.8228,0.69843525,0.2893202,0.012244541,-0.6861907,negative
5425,v2_empathetic,ChatGPT,0.9609,-0.9287,0.17408608,0.63706607,0.18884788,0.014761806,neutral
5425,v1_terse,ChatGPT,0.1557,-0.9287,0.039444968,0.63017195,0.3303831,0.29093814,neutral
5425,v3_structured,ChatGPT,-0.875,-0.9287,0.71871936,0.27224296,0.009037666,-0.7096817,negative
5426,v3_structured,ChatGPT,0.7824,-0.9291,0.55168015,0.4317747,0.016545208,-0.5351349,negative
5426,v1_terse,ChatGPT,0.4215,-0.9291,0.73303926,0.25367403,0.013286753,-0.7197525,negative
5433,v2_empathetic,ChatGPT,0.9089,-0.9272,0.5511627,0.38821283,0.060624458,-0.49053827,negative
5426,v2_empathetic,ChatGPT,0.96,-0.9291,0.71049285,0.2624685,0.027038671,-0.68345416,negative
5433,v3_structured,ChatGPT,-0.8176,-0.9272,0.48125938,0.5066206,0.012120021,-0.46913937,neutral
5431,v1_terse,ChatGPT,0.8623,-0.9466,0.027629392,0.518539,0.4538316,0.4262022,neutral
5438,v3_structured,ChatGPT,-0.5859,-0.6604,0.6252626,0.3628701,0.011867305,-0.61339533,negative
5431,v2_empathetic,ChatGPT,0.6738,-0.9466,0.84481275,0.14423726,0.010949926,-0.83386284,negative
5439,v3_structured,ChatGPT,-0.7374,0.6652,0.62051386,0.36881554,0.010670693,-0.60984313,negative
5433,v1_terse,ChatGPT,0.481,-0.9272,0.038137615,0.7506774,0.21118502,0.17304741,neutral
5441,v2_empathetic,ChatGPT,0.517,-0.524,0.6319483,0.33269417,0.03535752,-0.59659076,negative
5439,v2_empathetic,ChatGPT,0.8755,0.6652,0.51575565,0.4412041,0.04304025,-0.4727154,negative
5441,v1_terse,ChatGPT,0.7206,-0.524,0.43271998,0.5346462,0.03263383,-0.40008613,neutral
5438,v1_terse,ChatGPT,-0.1027,-0.6604,0.5062464,0.4672442,0.026509454,-0.47973692,negative
5439,v1_terse,ChatGPT,0.6967,0.6652,0.16482452,0.759819,0.07535644,-0.08946808,neutral
5431,v3_structured,ChatGPT,-0.8625,-0.9466,0.6944776,0.2963497,0.009172575,-0.68530506,negative
5438,v2_empathetic,ChatGPT,0.7162,-0.6604,0.74162817,0.23847902,0.019892847,-0.7217353,negative
5450,v3_structured,ChatGPT,-0.128,-0.907,0.329661,0.6524027,0.017936343,-0.31172466,neutral
5450,v1_terse,ChatGPT,-0.5574,-0.907,0.7162365,0.2715841,0.012179514,-0.704057,negative
5441,v3_structured,ChatGPT,-0.2204,-0.524,0.5491965,0.43926972,0.011533781,-0.5376627,negative
5454,v2_empathetic,ChatGPT,0.4019,-0.9699,0.75565434,0.22514412,0.01920153,-0.7364528,negative
5455,v3_structured,ChatGPT,-0.8616,-0.698,0.2265004,0.7513061,0.022193443,-0.20430696,neutral
5454,v1_terse,ChatGPT,0.8225,-0.9699,0.056052156,0.6462047,0.29774323,0.24169108,neutral
5455,v1_terse,ChatGPT,0.765,-0.698,0.042229377,0.7587878,0.19898286,0.15675348,neutral
5454,v3_structured,ChatGPT,-0.0772,-0.9699,0.37545577,0.60540015,0.01914408,-0.35631168,neutral
5450,v2_empathetic,ChatGPT,0.0083,-0.907,0.7559306,0.22784568,0.016223634,-0.739707,negative
5455,v2_empathetic,ChatGPT,0.7551,-0.698,0.46860614,0.47418085,0.057213042,-0.4113931,neutral
5459,v1_terse,ChatGPT,0.7159,-0.9114,0.024854504,0.62994814,0.34519738,0.32034287,neutral
5459,v3_structured,ChatGPT,-0.7783,-0.9114,0.62760496,0.35974294,0.012652148,-0.6149528,negative
5463,v2_empathetic,ChatGPT,0.8564,-0.5574,0.58671856,0.38244155,0.030839872,-0.5558787,negative
5463,v1_terse,ChatGPT,0.8188,-0.5574,0.46827322,0.50360584,0.028120933,-0.4401523,neutral
5463,v3_structured,ChatGPT,-0.3182,-0.5574,0.5526451,0.4341476,0.013207302,-0.5394378,negative
5459,v2_empathetic,ChatGPT,-0.7316,-0.9114,0.7960858,0.19042559,0.013488642,-0.7825971,negative
5467,v1_terse,ChatGPT,-0.1469,-0.7695,0.07351359,0.79735416,0.12913229,0.055618696,neutral
5468,v1_terse,ChatGPT,0.1779,0.5423,0.040861703,0.72597474,0.2331636,0.1923019,neutral
5467,v2_empathetic,ChatGPT,0.9047,-0.7695,0.4859206,0.46361968,0.050459668,-0.43546093,negative
5469,v1_terse,ChatGPT,0.4404,-0.3339,0.055157974,0.6932367,0.25160533,0.19644736,neutral
5468,v3_structured,ChatGPT,-0.7351,0.5423,0.112823874,0.8548488,0.032327272,-0.0804966,neutral
5468,v2_empathetic,ChatGPT,0.7883,0.5423,0.37564185,0.5556818,0.06867637,-0.30696547,neutral
5469,v3_structured,ChatGPT,0.0992,-0.3339,0.51224685,0.4724491,0.01530399,-0.49694285,negative
5467,v3_structured,ChatGPT,-0.5719,-0.7695,0.4535976,0.53235495,0.014047436,-0.43955016,neutral
5469,v2_empathetic,ChatGPT,0.6754,-0.3339,0.70658106,0.25541914,0.03799981,-0.66858125,negative
5470,v1_terse,ChatGPT,0.7027,0.9081,0.6941097,0.29052207,0.015368169,-0.6787415,negative
5470,v3_structured,ChatGPT,0.4263,0.9081,0.4305955,0.5527514,0.016653113,-0.41394237,neutral
5473,v1_terse,ChatGPT,0.4939,0.7386,0.6817063,0.30221584,0.01607785,-0.66562843,negative
5473,v3_structured,ChatGPT,0.128,0.7386,0.3782365,0.60552615,0.016237399,-0.3619991,neutral
5473,v2_empathetic,ChatGPT,0.8633,0.7386,0.66324365,0.29577503,0.040981337,-0.6222623,negative
5470,v2_empathetic,ChatGPT,0.9157,0.9081,0.48904327,0.4650025,0.045954276,-0.44308898,negative
5482,v1_terse,ChatGPT,0.8126,0.762,0.56710577,0.40324754,0.029646637,-0.53745914,negative
5482,v3_structured,ChatGPT,-0.3182,0.762,0.41165057,0.5723252,0.016024185,-0.3956264,neutral
5482,v2_empathetic,ChatGPT,0.8759,0.762,0.6522581,0.31799802,0.029743845,-0.62251425,negative
5490,v1_terse,ChatGPT,0.0627,-0.9842,0.34662992,0.59149414,0.061875865,-0.28475404,neutral
5492,v1_terse,ChatGPT,0.6514,-0.9877,0.23399064,0.69933164,0.0666777,-0.16731295,neutral
5492,v2_empathetic,ChatGPT,0.7073,-0.9877,0.8472427,0.14144605,0.011311203,-0.83593154,negative
5492,v3_structured,ChatGPT,0.4767,-0.9877,0.26932126,0.7064982,0.024180602,-0.24514066,neutral
5494,v2_empathetic,ChatGPT,0.3781,-0.0706,0.46232,0.4324869,0.10519315,-0.35712683,negative
5490,v3_structured,ChatGPT,-0.6808,-0.9842,0.568519,0.4177403,0.013740703,-0.5547783,negative
5494,v1_terse,ChatGPT,0.5106,-0.0706,0.73666257,0.24706638,0.016271126,-0.72039145,negative
5493,v3_structured,ChatGPT,-0.5859,-0.8176,0.62394375,0.36481258,0.011243739,-0.6127,negative
5493,v2_empathetic,ChatGPT,0.824,-0.8176,0.7282653,0.24788694,0.023847822,-0.70441747,negative
5494,v3_structured,ChatGPT,-0.6124,-0.0706,0.62937117,0.35941386,0.01121494,-0.61815625,negative
5493,v1_terse,ChatGPT,0.2927,-0.8176,0.04905771,0.68545073,0.26549146,0.21643375,neutral
5502,v1_terse,ChatGPT,-0.1469,-0.9625,0.08729135,0.77247995,0.14022869,0.052937336,neutral
5502,v3_structured,ChatGPT,-0.296,-0.9625,0.36300808,0.62042874,0.016563158,-0.34644493,neutral
5490,v2_empathetic,ChatGPT,0.9122,-0.9842,0.33414555,0.5711161,0.09473835,-0.2394072,neutral
5504,v2_empathetic,ChatGPT,0.9316,0.7478,0.6809268,0.276908,0.04216519,-0.63876164,negative
5504,v3_structured,ChatGPT,-0.4588,0.7478,0.41457883,0.57041913,0.015001975,-0.39957684,neutral
5502,v2_empathetic,ChatGPT,-0.4166,-0.9625,0.79499805,0.1893298,0.015672103,-0.77932596,negative
5504,v1_terse,ChatGPT,0.4678,0.7478,0.6464439,0.33712396,0.016432138,-0.63001174,negative
5505,v1_terse,ChatGPT,0.5364,-0.8641,0.11739868,0.78077126,0.10183001,-0.015568666,neutral
5508,v3_structured,ChatGPT,-0.5537,-0.5271,0.5171545,0.4706622,0.012183335,-0.5049712,negative
5506,v1_terse,ChatGPT,0.9186,0.9403,0.017950058,0.62037826,0.36167172,0.34372166,neutral
5505,v3_structured,ChatGPT,-0.7632,-0.8641,0.6568844,0.33339825,0.009717394,-0.64716697,negative
5505,v2_empathetic,ChatGPT,0.8668,-0.8641,0.80580497,0.17819797,0.015997073,-0.7898079,negative
5506,v2_empathetic,ChatGPT,0.9614,0.9403,0.42045215,0.5067129,0.072834946,-0.3476172,neutral
5508,v1_terse,ChatGPT,-0.2441,-0.5271,0.5464958,0.43782625,0.015677916,-0.53081787,negative
5506,v3_structured,ChatGPT,0.7579,0.9403,0.036445636,0.9244691,0.03908516,0.0026395246,neutral
5508,v2_empathetic,ChatGPT,0.6208,-0.5271,0.70387936,0.26835772,0.027762994,-0.67611635,negative
5516,v1_terse,ChatGPT,0.8327,-0.9669,0.07066953,0.77404034,0.15529014,0.08462061,neutral
5521,v1_terse,ChatGPT,0.7717,0.8506,0.0659542,0.7536532,0.18039261,0.11443841,neutral
5521,v3_structured,ChatGPT,-0.1779,0.8506,0.20070563,0.7755986,0.023695828,-0.1770098,neutral
5521,v2_empathetic,ChatGPT,0.9601,0.8506,0.40111804,0.53435826,0.06452375,-0.33659428,neutral
5519,v2_empathetic,ChatGPT,0.745,-0.9968,0.784427,0.20167315,0.013899892,-0.7705271,negative
5516,v3_structured,ChatGPT,-0.9001,-0.9669,0.76526934,0.2260198,0.008710788,-0.75655854,negative
5516,v2_empathetic,ChatGPT,0.9637,-0.9669,0.4641032,0.47735918,0.058537547,-0.40556565,neutral
5519,v1_terse,ChatGPT,-0.7582,-0.9968,0.084526084,0.7460793,0.16939461,0.08486853,neutral
5519,v3_structured,ChatGPT,-0.802,-0.9968,0.5328001,0.45522758,0.011972335,-0.5208278,negative
5527,v1_terse,ChatGPT,0.802,-0.4939,0.06364609,0.6769905,0.2593634,0.19571732,neutral
5527,v2_empathetic,ChatGPT,0.5279,-0.4939,0.5239013,0.41847667,0.05762211,-0.46627918,negative
5527,v3_structured,ChatGPT,-0.5423,-0.4939,0.4997215,0.48492482,0.015353752,-0.48436776,negative
5531,v1_terse,ChatGPT,0.4981,-0.9614,0.6180736,0.36077896,0.02114753,-0.59692603,negative
5532,v1_terse,ChatGPT,-0.1469,0.8232,0.4956987,0.47922972,0.025071507,-0.4706272,negative
5531,v2_empathetic,ChatGPT,0.9219,-0.9614,0.703243,0.25637951,0.040377494,-0.6628655,negative
5532,v2_empathetic,ChatGPT,-0.811,0.8232,0.70193774,0.27946463,0.018597657,-0.6833401,negative
5541,v1_terse,ChatGPT,0.3415,-0.5442,0.031646933,0.53434724,0.43400586,0.40235892,neutral
5532,v3_structured,ChatGPT,-0.7351,0.8232,0.6149534,0.37478393,0.010262641,-0.60469073,negative
